Item,User Id,Gender,Age,Date of Transaction,Store,Brand,Location,Category,Price
2002,50,Male,24,2017-02-23,McDonalds-260-Queens,McDonalds,Central,Fast Food,134
2003,23,Female,20,2017-01-06,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,340
2004,31,Male,53,2017-01-22,Wellcome Main 24,Wellcome,Central,Grocery,455
2005,34,Male,57,2017-02-04,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,83
2006,43,Female,51,2017-02-26,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,182
2007,12,Male,56,2017-02-05,StarBucks 115-4,StarBucks,Sha Tin,Coffee,36
2008,32,Female,42,2017-01-29,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,349
2009,43,Female,51,2017-01-18,Wellcome WC 1,Wellcome,Wan Chai,Grocery,410
2010,10,Male,33,2017-02-14,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,135
2011,7,Male,48,2017-01-06,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,163
2012,47,Female,63,2016-12-18,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,560
2013,34,Male,57,2016-12-14,StarBucks 115-4,StarBucks,Sha Tin,Coffee,225
2014,7,Male,48,2017-02-20,Little Vegas,Little Vegas,Causeway Bay,Restaurants,254
2015,30,Female,36,2016-12-17,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,819
2016,36,Female,21,2016-12-20,Cinta-J,Cinta-J,Wan Chai,Restaurants,974
2017,5,Female,42,2016-12-25,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,776
2018,12,Male,56,2017-01-16,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1404
2019,19,Female,37,2017-01-23,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,391
2020,47,Female,63,2016-12-27,Jaspas PE,Jaspas,Prince Edward,Restaurants,214
2021,22,Male,67,2017-02-02,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,220
2022,45,Male,62,2017-02-19,Little Vegas,Little Vegas,Causeway Bay,Restaurants,635
2023,28,Male,65,2017-02-22,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,164
2024,45,Male,62,2017-01-02,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1022
2025,30,Female,36,2017-02-15,McDonalds-260-Queens,McDonalds,Central,Fast Food,27
2026,28,Male,65,2017-02-16,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,152
2027,22,Male,67,2017-01-07,Cinta-J,Cinta-J,Wan Chai,Restaurants,1157
2028,8,Male,66,2016-12-23,Bombay House,Bombay House,Prince Edward,Restaurants,278
2029,12,Male,56,2017-02-18,McDonalds-260-Queens,McDonalds,Central,Fast Food,72
2030,50,Male,24,2016-12-16,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,492
2031,44,Female,28,2016-12-31,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,151
2032,41,Female,23,2017-01-27,Hwaduk,Hwanduk,Causeway Bay,Restaurants,238
2033,7,Male,48,2017-02-28,Wellcome 81,Wellcome,Tung Chung,Grocery,806
2034,22,Male,67,2017-01-16,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1098
2035,1,Male,52,2017-01-22,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,467
2036,46,Female,29,2017-02-04,Deliveroo,Pure,Hong Kong,Health/Fitness,537
2037,19,Female,37,2016-12-24,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,237
2038,2,Male,19,2017-01-07,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,522
2039,35,Male,21,2017-01-04,Ibon Rae House,Ibon Rae,Central,Restaurants,134
2040,44,Female,28,2017-02-07,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,162
2041,10,Male,33,2017-01-10,StarBucks 115-4,StarBucks,Sha Tin,Coffee,141
2042,4,Male,62,2017-01-10,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1030
2043,26,Male,22,2016-12-02,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,617
2044,18,Female,51,2017-01-29,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,493
2045,14,Female,29,2017-02-24,Park N Shop 154,Park N Shop,Central,Grocery,208
2046,31,Male,53,2017-01-07,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,480
2047,20,Male,26,2016-12-31,Little Vegas,Little Vegas,Causeway Bay,Restaurants,140
2048,1,Male,52,2016-12-02,McDonalds SHA,McDonalds,Sha Tin,Fast Food,144
2049,27,Female,22,2017-01-06,StarBucks WC 2,StarBucks,Wan Chain,Coffee,38
2050,47,Female,63,2017-01-25,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,29
2051,43,Female,51,2016-12-04,Wellcome WC 1,Wellcome,Wan Chai,Grocery,1159
2052,35,Male,21,2016-12-19,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,82
2053,40,Female,56,2017-01-27,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1227
2054,46,Female,29,2017-02-20,StarBucks WC 2,StarBucks,Wan Chain,Coffee,163
2055,2,Male,19,2016-12-23,Wellcome WC 1,Wellcome,Wan Chai,Grocery,768
2056,7,Male,48,2017-01-07,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,139
2057,3,Male,40,2016-12-31,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,302
2058,17,Female,19,2017-02-24,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,183
2059,26,Male,22,2017-02-24,Dominos Central,Dominos,Central,Restaurants,352
2060,35,Male,21,2017-02-25,Park N Shop 784,Park N Shop,Tung Chung,Grocery,441
2061,15,Male,31,2017-02-23,Jaspas PE,Jaspas,Prince Edward,Restaurants,385
2062,15,Male,31,2017-02-22,Wellcome Main 24,Wellcome,Central,Grocery,562
2063,18,Female,51,2016-12-07,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1557
2064,46,Female,29,2017-01-03,McDonalds TC,McDonalds,Tung Chung,Fast Food,105
2065,33,Female,53,2016-12-02,StarBucks (4426),StarBucks,Central,Coffee,197
2066,28,Male,65,2016-12-25,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,135
2067,10,Male,33,2017-02-23,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,937
2068,46,Female,29,2016-12-15,StarBucks 115-4,StarBucks,Sha Tin,Coffee,159
2069,38,Male,18,2017-02-25,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,203
2070,44,Female,28,2016-12-20,Wellcome Main 24,Wellcome,Central,Grocery,265
2071,39,Female,40,2017-02-16,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,77
2072,2,Male,19,2017-02-25,Wellcome Main 24,Wellcome,Central,Grocery,325
2073,44,Female,28,2016-12-23,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,172
2074,8,Male,66,2017-01-12,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1789
2075,7,Male,48,2017-01-16,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2592
2076,20,Male,26,2017-02-25,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,587
2077,33,Female,53,2016-12-30,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,382
2078,39,Female,40,2016-12-14,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1401
2079,9,Male,44,2016-12-05,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,1936
2080,35,Male,21,2017-01-12,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,436
2081,35,Male,21,2017-01-22,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,62
2082,25,Male,23,2017-02-04,Ibon Rae House,Ibon Rae,Central,Restaurants,439
2083,50,Male,24,2017-02-24,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3255
2084,1,Male,52,2017-01-03,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1360
2085,29,Female,45,2017-01-13,Lei Garden Central,Lei Garden,Central,Restaurants,6187
2086,18,Female,51,2016-12-03,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,382
2087,2,Male,19,2017-01-24,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,451
2088,19,Female,37,2017-01-16,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1245
2089,45,Male,62,2016-12-23,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,801
2090,48,Male,40,2016-12-06,Glasshouse,Glasshouse,Central,Restaurants,344
2091,5,Female,42,2017-02-17,McDonalds-260-Queens,McDonalds,Central,Fast Food,105
2092,38,Male,18,2017-01-04,Hwaduk,Hwanduk,Causeway Bay,Restaurants,155
2093,3,Male,40,2017-02-16,McDonalds-260-Queens,McDonalds,Central,Fast Food,80
2094,20,Male,26,2017-02-09,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,1017
2095,34,Male,57,2016-12-14,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,189
2096,2,Male,19,2016-12-18,Itunes.com/bill,Apple,Itunes.com,Electronics,546
2097,30,Female,36,2017-01-25,Park N Shop 784,Park N Shop,Tung Chung,Grocery,858
2098,40,Female,56,2017-02-09,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,228
2099,47,Female,63,2017-01-07,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,235
2100,49,Male,40,2016-12-07,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,90
2101,29,Female,45,2017-02-04,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,543
2102,21,Male,19,2016-12-24,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3582
2103,14,Female,29,2017-01-20,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,417
2104,33,Female,53,2017-02-09,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,1540
2105,35,Male,21,2016-12-18,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,137
2106,43,Female,51,2016-12-21,Ibon Rae House,Ibon Rae,Central,Restaurants,288
2107,23,Female,20,2017-01-31,Park N Shop 154,Park N Shop,Central,Grocery,993
2108,29,Female,45,2017-02-16,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,610
2109,20,Male,26,2017-02-15,McDonalds TC,McDonalds,Tung Chung,Fast Food,123
2110,49,Male,40,2017-01-10,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,499
2111,15,Male,31,2017-02-09,Little Vegas,Little Vegas,Causeway Bay,Restaurants,681
2112,8,Male,66,2017-01-13,McDonalds SHA,McDonalds,Sha Tin,Fast Food,104
2113,14,Female,29,2016-12-02,Little Vegas,Little Vegas,Causeway Bay,Restaurants,602
2114,48,Male,40,2016-12-08,Hwaduk,Hwanduk,Causeway Bay,Restaurants,290
2115,49,Male,40,2016-12-09,Itunes.com/bill,Apple,Itunes.com,Electronics,717
2116,15,Male,31,2016-12-16,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,351
2117,27,Female,22,2016-12-25,Park N Shop 154,Park N Shop,Central,Grocery,587
2118,36,Female,21,2017-01-26,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,335
2119,33,Female,53,2017-02-23,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,324
2120,13,Female,27,2017-01-15,Park N Shop 784,Park N Shop,Tung Chung,Grocery,322
2121,9,Male,44,2017-02-11,StarBucks 115-4,StarBucks,Sha Tin,Coffee,129
2122,1,Male,52,2017-01-21,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,851
2123,10,Male,33,2016-12-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1993
2124,19,Female,37,2017-01-12,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,219
2125,21,Male,19,2016-12-19,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6293
2126,23,Female,20,2017-01-28,McDonalds SHA,McDonalds,Sha Tin,Fast Food,50
2127,50,Male,24,2017-01-26,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,477
2128,27,Female,22,2017-02-01,StarBucks HK,StarBucks,Tung Chung,Coffee,97
2129,21,Male,19,2017-01-25,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,281
2130,8,Male,66,2017-02-08,Hwaduk,Hwanduk,Causeway Bay,Restaurants,182
2131,2,Male,19,2017-01-19,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,85
2132,39,Female,40,2017-01-09,Calimex CWB,Calimex,Causeway Bay,Restaurants,220
2133,26,Male,22,2017-01-24,Lei Garden Central,Lei Garden,Central,Restaurants,5890
2134,11,Female,41,2017-01-15,Cinta-J,Cinta-J,Wan Chai,Restaurants,628
2135,33,Female,53,2017-01-05,StarBucks 115-4,StarBucks,Sha Tin,Coffee,225
2136,10,Male,33,2016-12-15,StarBucks 115-4,StarBucks,Sha Tin,Coffee,77
2137,27,Female,22,2017-02-23,McDonalds SHA,McDonalds,Sha Tin,Fast Food,120
2138,41,Female,23,2017-01-29,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,478
2139,33,Female,53,2017-01-20,Park N Shop 154,Park N Shop,Central,Grocery,515
2140,29,Female,45,2016-12-28,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,394
2141,2,Male,19,2017-02-27,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,464
2142,11,Female,41,2016-12-18,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,624
2143,9,Male,44,2017-01-04,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,300
2144,47,Female,63,2017-02-10,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,375
2145,38,Male,18,2016-12-24,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,111
2146,5,Female,42,2016-12-05,StarBucks (4426),StarBucks,Central,Coffee,249
2147,33,Female,53,2017-01-29,Park N Shop 154,Park N Shop,Central,Grocery,1056
2148,38,Male,18,2016-12-14,Park N Shop 784,Park N Shop,Tung Chung,Grocery,787
2149,44,Female,28,2016-12-24,Cinta-J,Cinta-J,Wan Chai,Restaurants,668
2150,14,Female,29,2016-12-06,Hwaduk,Hwanduk,Causeway Bay,Restaurants,407
2151,30,Female,36,2017-01-22,McDonalds TC,McDonalds,Tung Chung,Fast Food,76
2152,34,Male,57,2017-01-04,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,217
2153,40,Female,56,2017-01-25,Bombay House,Bombay House,Prince Edward,Restaurants,695
2154,42,Male,60,2016-12-10,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,71
2155,49,Male,40,2017-01-12,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1015
2156,21,Male,19,2017-02-21,Ibon Rae House,Ibon Rae,Central,Restaurants,523
2157,37,Female,52,2017-01-01,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1725
2158,6,Female,64,2017-01-31,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,101
2159,35,Male,21,2016-12-01,StarBucks HK,StarBucks,Tung Chung,Coffee,97
2160,42,Male,60,2017-01-17,StarBucks (4426),StarBucks,Central,Coffee,141
2161,10,Male,33,2017-02-08,McDonalds TC,McDonalds,Tung Chung,Fast Food,31
2162,43,Female,51,2016-12-31,Glasshouse,Glasshouse,Central,Restaurants,117
2163,7,Male,48,2016-12-03,Glasshouse,Glasshouse,Central,Restaurants,825
2164,20,Male,26,2016-12-30,Cinta-J,Cinta-J,Wan Chai,Restaurants,969
2165,45,Male,62,2017-02-05,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,218
2166,26,Male,22,2017-02-27,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,496
2167,2,Male,19,2017-01-27,Lei Garden Central,Lei Garden,Central,Restaurants,5693
2168,2,Male,19,2016-12-22,Wellcome 81,Wellcome,Tung Chung,Grocery,679
2169,46,Female,29,2016-12-30,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3610
2170,18,Female,51,2016-12-04,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,227
2171,13,Female,27,2017-02-19,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,73
2172,14,Female,29,2016-12-29,Dominos Central,Dominos,Central,Restaurants,343
2173,9,Male,44,2016-12-05,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,349
2174,7,Male,48,2017-01-01,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,400
2175,10,Male,33,2016-12-13,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,1044
2176,7,Male,48,2017-01-19,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1032
2177,3,Male,40,2017-02-15,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1575
2178,17,Female,19,2016-12-10,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,227
2179,23,Female,20,2017-02-27,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,383
2180,27,Female,22,2016-12-10,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,486
2181,47,Female,63,2016-12-05,Bombay House,Bombay House,Prince Edward,Restaurants,451
2182,27,Female,22,2017-01-06,Bombay House,Bombay House,Prince Edward,Restaurants,542
2183,10,Male,33,2017-02-09,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,231
2184,47,Female,63,2017-02-05,Wellcome WC 1,Wellcome,Wan Chai,Grocery,1016
2185,17,Female,19,2016-12-16,McDonalds TC,McDonalds,Tung Chung,Fast Food,83
2186,5,Female,42,2017-01-10,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1301
2187,3,Male,40,2017-02-12,McDonalds SHA,McDonalds,Sha Tin,Fast Food,45
2188,45,Male,62,2017-02-23,Bombay House,Bombay House,Prince Edward,Restaurants,151
2189,32,Female,42,2016-12-16,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,128
2190,12,Male,56,2017-01-09,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,285
2191,17,Female,19,2016-12-07,StarBucks (4426),StarBucks,Central,Coffee,73
2192,27,Female,22,2017-02-09,Little Vegas,Little Vegas,Causeway Bay,Restaurants,722
2193,9,Male,44,2017-02-06,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,447
2194,29,Female,45,2017-01-17,Wellcome Main 24,Wellcome,Central,Grocery,1088
2195,47,Female,63,2017-02-17,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,243
2196,11,Female,41,2017-01-08,The Grill Room,The Grill Room,Causeway Bay,Restaurants,447
2197,4,Male,62,2017-02-23,Hwaduk,Hwanduk,Causeway Bay,Restaurants,168
2198,21,Male,19,2017-02-26,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,127
2199,15,Male,31,2017-01-14,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,258
2200,34,Male,57,2017-02-20,Hwaduk,Hwanduk,Causeway Bay,Restaurants,292
2201,2,Male,19,2017-02-26,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,241
2202,15,Male,31,2017-01-28,Deliveroo,Pure,Hong Kong,Health/Fitness,278
2203,13,Female,27,2016-12-28,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1725
2204,45,Male,62,2017-02-23,McDonalds TC,McDonalds,Tung Chung,Fast Food,23
2205,8,Male,66,2016-12-15,Wellcome Main 24,Wellcome,Central,Grocery,271
2206,46,Female,29,2017-01-04,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,786
2207,21,Male,19,2017-01-23,Park N Shop 154,Park N Shop,Central,Grocery,223
2208,7,Male,48,2017-02-20,Lei Garden Central,Lei Garden,Central,Restaurants,4035
2209,19,Female,37,2016-12-22,Itunes.com/bill,Apple,Itunes.com,Electronics,40
2210,44,Female,28,2016-12-06,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,129
2211,47,Female,63,2017-02-15,Wellcome WC 1,Wellcome,Wan Chai,Grocery,282
2212,34,Male,57,2017-02-07,Little Vegas,Little Vegas,Causeway Bay,Restaurants,508
2213,46,Female,29,2017-01-15,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,1408
2214,33,Female,53,2016-12-11,Jaspas PE,Jaspas,Prince Edward,Restaurants,1496
2215,23,Female,20,2017-02-21,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,164
2216,44,Female,28,2016-12-18,Lei Garden Central,Lei Garden,Central,Restaurants,4322
2217,42,Male,60,2016-12-17,Park N Shop 154,Park N Shop,Central,Grocery,1133
2218,23,Female,20,2017-02-05,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,614
2219,29,Female,45,2017-01-08,Ibon Rae House,Ibon Rae,Central,Restaurants,603
2220,26,Male,22,2017-02-07,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,224
2221,46,Female,29,2017-02-26,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,237
2222,46,Female,29,2017-01-23,StarBucks 115-4,StarBucks,Sha Tin,Coffee,170
2223,32,Female,42,2017-01-11,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,773
2224,15,Male,31,2017-02-10,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5047
2225,4,Male,62,2017-01-27,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,50
2226,5,Female,42,2017-02-25,Park N Shop 154,Park N Shop,Central,Grocery,186
2227,42,Male,60,2017-01-16,Thai on 5 Seafood Grill and Bar,Thai on 5 Seafood Grill and Bar,Tsim Sha Tsui,Restaurants,972
2228,42,Male,60,2017-02-18,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,203
2229,47,Female,63,2017-02-24,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1197
2230,8,Male,66,2017-01-31,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,159
2231,29,Female,45,2017-02-20,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,68
2232,9,Male,44,2016-12-03,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,1383
2233,34,Male,57,2016-12-09,Wellcome Main 24,Wellcome,Central,Grocery,236
2234,40,Female,56,2016-12-02,Wellcome 81,Wellcome,Tung Chung,Grocery,332
2235,48,Male,40,2016-12-06,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,326
2236,31,Male,53,2017-02-23,McDonalds SHA,McDonalds,Sha Tin,Fast Food,123
2237,27,Female,22,2016-12-07,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,88
2238,46,Female,29,2017-01-08,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,530
2239,26,Male,22,2017-02-14,Park N Shop 154,Park N Shop,Central,Grocery,581
2240,12,Male,56,2016-12-05,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,763
2241,14,Female,29,2017-02-05,Wellcome 81,Wellcome,Tung Chung,Grocery,511
2242,6,Female,64,2017-02-21,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,163
2243,31,Male,53,2017-02-19,Little Vegas,Little Vegas,Causeway Bay,Restaurants,156
2244,39,Female,40,2017-01-30,Bombay House,Bombay House,Prince Edward,Restaurants,455
2245,46,Female,29,2017-02-10,Wellcome 81,Wellcome,Tung Chung,Grocery,713
2246,34,Male,57,2017-02-27,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,304
2247,40,Female,56,2017-02-17,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,72
2248,28,Male,65,2017-02-22,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,108
2249,48,Male,40,2016-12-19,Little Vegas,Little Vegas,Causeway Bay,Restaurants,262
2250,3,Male,40,2016-12-28,McDonalds SHA,McDonalds,Sha Tin,Fast Food,40
2251,22,Male,67,2017-01-24,StarBucks (4426),StarBucks,Central,Coffee,167
2252,28,Male,65,2016-12-15,Ibon Rae House,Ibon Rae,Central,Restaurants,453
2253,14,Female,29,2017-02-04,Jaspas PE,Jaspas,Prince Edward,Restaurants,488
2254,13,Female,27,2017-01-23,Little Vegas,Little Vegas,Causeway Bay,Restaurants,161
2255,30,Female,36,2017-02-25,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1797
2256,13,Female,27,2017-01-10,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,331
2257,41,Female,23,2017-01-24,StarBucks HK,StarBucks,Tung Chung,Coffee,227
2258,28,Male,65,2017-02-03,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,1194
2259,37,Female,52,2017-02-10,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,98
2260,2,Male,19,2017-02-05,McDonalds TC,McDonalds,Tung Chung,Fast Food,118
2261,31,Male,53,2017-02-15,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,362
2262,25,Male,23,2016-12-29,Wellcome WC 1,Wellcome,Wan Chai,Grocery,1197
2263,48,Male,40,2016-12-31,Deliveroo,Pure,Hong Kong,Health/Fitness,156
2264,10,Male,33,2017-01-04,Itunes.com/bill,Apple,Itunes.com,Electronics,281
2265,6,Female,64,2017-02-07,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6503
2266,16,Female,64,2017-02-21,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3303
2267,18,Female,51,2017-02-19,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,4438
2268,50,Male,24,2016-12-17,Jaspas PE,Jaspas,Prince Edward,Restaurants,372
2269,42,Male,60,2017-01-30,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,44
2270,42,Male,60,2017-01-21,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,63
2271,15,Male,31,2016-12-11,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,398
2272,44,Female,28,2016-12-20,Itunes.com/bill,Apple,Itunes.com,Electronics,624
2273,50,Male,24,2017-01-18,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,153
2274,29,Female,45,2017-01-27,StarBucks (4426),StarBucks,Central,Coffee,192
2275,5,Female,42,2017-01-01,Itunes.com/bill,Apple,Itunes.com,Electronics,593
2276,11,Female,41,2017-02-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1459
2277,17,Female,19,2017-01-27,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,425
2278,32,Female,42,2016-12-03,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6529
2279,13,Female,27,2017-01-27,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,46
2280,3,Male,40,2016-12-11,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,168
